title;desc;url;ingredients;steps;tools
Sour Shot;Sour Shot, zoals de naam al doet vermoeden is dit een lekker zuur shotje! Je kunt hem direct in het shotglas maken of als je hem liever wat kouder hebt, kun je hem eerst shaken met ijs. De laatste manier leggen we hieronder uit.;https://cocktailrecepten.com/recept/sour-shot;['10 ml Vodka', '1 stuk Zure mat', '20 ml Sourz redberry'];['Pak een cocktailshaker en doe hier een paar ijsblokjes in.', 'Voeg de Sourz en vodka toe. Shake!', 'Pak een shotglas en schenk de mix door een strainer in het glas.', 'Neem het shotje met een stukje zure mat ernaast!'];['Shotglas', 'Shaker', 'Barmaatje', 'Strainer']
Sour Skittle Bomb;Een lekker sour shotje met snoepjes erin: Skittles! Wie kent ze niet? De ronde fruitsnoepjes waar je geen genoeg van kan krijgen! We maken het shotje met Rocketshot sour & Flügel, een echt feestje!;https://cocktailrecepten.com/recept/sour-skittle-bomb;['15 ml Flügel', '15 ml Rocketshot Sour', '5 stuk Skittles'];['Pak een cocktailshaker en doe hier wat ijsblokjes in.', 'Voeg de Rocketshot Sour en Flügel toe. Shake!', 'Schenk je shotje uit in een shotglas en doe er wat Skittles in. Bottums up!'];['Shotglas', 'Shaker', 'Barmaatje', 'Strainer']
Sour Sparkle;De Sour Sparkle is een lekkere en zure cocktail met een lichte bruis door de toevoeging van de Sprite. En het leuke van dit drankje is dat je er ook nog een snoepje bij krijgt! Onderin het glas leggen we namelijk een zure mat! Leuk en ook nog eens lekker!;https://cocktailrecepten.com/recept/sour-sparkle;['120 ml Sprite', '2 stuk Zure mat', '40 ml Sourz redberry'];['Pak een longdrink glas en leg hier een zure mat in. Voeg ook wat ijsblokjes toe.', 'Schenk de Sourz erbij en top af met de Sprite.', 'Roer eventueel een keer door en neem er nog lekker een extra zuur matje bij!'];['Longdrinkglas', 'Barmaatje', 'Barlepel']
Spanish Margarita;De Margarita is van oorsprong een Mexicaanse cocktail, maar deze cocktail is met een Spaanse twist. Dat komt door de toevoeging van de Spaanse likeur: Licor 43. Dit maakt hem iets minder sterk doordat de tequila meer op de achtergrond is en geeft tegelijkertijd een mooie oranje kleur aan het drankje!;https://cocktailrecepten.com/recept/spanish-margarita;['35 ml Licor 43', '15 ml Limoensap', '25 ml Tequila'];['Pak een cocktailshaker en doe hier wat ijsblokjes in.', 'Voeg de Licor 43, de tequila, het limoensap en de oranjebitter toe en shake!', 'Schenk de cocktail door een strainer in een margarita glas. Garneer met een schijfje limoen.'];['Margarita glas', 'Shaker', 'Barmaatje', 'Strainer', 'Citruspers']
Sparkle 43;De Sparkle 43 is een feestelijke cocktail die we maar met 3 ingrediënten maken: champagne, Licor 43 en citroensap. Een licht frisse cocktail die je zo op tafel zet als je wat te vieren hebt!;https://cocktailrecepten.com/recept/sparkle-43;['120 ml Champagne', '1 scheutje Citroensap', '30 ml Licor 43'];['Pak een champagneflûte en doe hier het citroensap en de Licor 43 in.', 'Vul het aan met de champagne en roer eventueel een keer door.'];['Champagneglas', 'Barlepel']
Sparkling Apple;De Sparkling Apple is een bruisende cocktail met de lekkere smaak van appel. Een simpele cocktail die je lekker drinkt na een dag hard werken! Je maakt hem met Apfelkorn, vodka en bruisend water.;https://cocktailrecepten.com/recept/sparkling-apple;['60 ml Apfelkorn', '80 ml Bruisend water', '20 ml Vodka'];['Pak een longdrinkglas en doe hier wat ijsblokjes in.', 'Voeg de vodka en Apfelkorn toe.', 'Top af met het bruisend water en garneer met een schijfje appel.'];['Longdrinkglas', 'Barmaatje', 'Barlepel']
Sparkling Gin Lemon;De naam van deze cocktail verteld eigenlijk precies wat het is! Maar wat het leuke van dit drankje is, je kunt heel simpel er verschillende varianten ervan maken! Hoe? Door elke keer een andere smaak siroop te kiezen! Probeer verschillende (vruchten)smaken uit en bepaal wat jouw favoriet is!;https://cocktailrecepten.com/recept/sparkling-gin-lemon;['150 ml Bruisend water', '0.5 stuk Citroen', '25 ml Gin', '0.5 el Siroop (vruchtensmaak)'];['Pak een tumbler (of longdrinkglas) en doe hier wat ijsblokjes in.', 'Pers de citroen uit in het glas. Als je geen verse citroen gebruikt, reken dan op 25 ml citroensap per persoon.', 'Voeg de siroop en gin toe. Top het glas af met het bruisend water en roer even door.', 'Garneer met een schijfje citroen.'];['Tumbler glas', 'Barmaatje', 'Barlepel', 'Citruspers']
Sparkling Peach;Een frisse, zomerse cocktail met een heerlijke perziksmaak! De Sparkling Peach heeft een licht bittere afdronk en smaakt het lekkerst als ie ijskoud is!;https://cocktailrecepten.com/recept/sparkling-peach;['100 ml Bruisend water', '10 ml Limoensap', '50 ml Peachtree'];['Pak een wit wijnglas en doe hier ijsblokjes in.', 'Voeg eerst de Peachtree en het limoensap toe. Schenk daarna het bruisend water erbij.', 'Roer een keer door en garneer met een schijfje limoen.'];['Wit Wijnglas', 'Barmaatje', 'Barlepel', 'Citruspers']
Sparkling Piña Colada;Probeer deze heerlijke variant met bubbels op de originele Piña Colada! Om hem extra lekker te laten smaken maak je hem met verse ananas.;https://cocktailrecepten.com/recept/sparkling-pina-colada;['20 ml Ananassap', '20 ml Kokosroom', '60 ml Malibu', '100 ml Prosecco'];['Vul een cocktailshaker met een paar ijsblokjes.', 'Voeg de Malibu, het ananassap en kokosroom toe en shake!', 'Pak een rood wijnglas en schenk de cocktail hier in.', 'Voeg de prosecco toe en roer even door. Geniet!'];['Rode Wijnglas', 'Shaker', 'Barmaatje', 'Strainer']
Speculaas Punch;Een punch wordt vaak in een grote schaal gemaakt en daarom ook gedronken door meerdere personen. Wil jij deze heerlijke punch ook op tafel zetten met de feestdagen? Zet dan de teller voor aantal personen op 10! Dan weet je zeker dat je genoeg hebt. De stappen in dit recept zijn dan ook gebaseerd op het bereiden van een punch voor meerdere personen. Wil je hem voor met zijn tweeën maken? Zet dan de teller op 2 personen en maak de drankjes in een longdrinkglas.;https://cocktailrecepten.com/recept/speculaas-punch;['60 ml Gin', '1 partje Sinaasappel', '2 stuk Steranijs', '2 takje Tijm', '15 ml Speculaas likeur', '50 ml Appel cider', '30 ml Speculaas thee'];['Pak een fishbowl of kom en schenk hier de gin en speculaas likeur in.', 'Voeg de takjes tijm, de steranijs en de partjes sinaasappel toe.', 'Roer het geheel door elkaar en laat het ongeveer een half uur staan.', 'Zet ondertussen de speculaas thee. Hij mag wel wat aan de sterke kant zijn.', 'Schenk vervolgens de thee erbij. Voeg als laatste de appel cider toe.', 'Roer nog een keer voorzichtig door en de punch is klaar om uit te schenken!'];['Fishbowl', 'Tumbler glas', 'Barmaatje', 'Barlepel']
Spicy Ginger;De Spicy Ginger, een alcoholvrije cocktail met veel smaak! Het is een lekker pittig drankje waar je van kan genieten als je een keer geen alcohol wilt drinken!;https://cocktailrecepten.com/recept/spicy-ginger;['250 ml Ginger ale', '1 schijfje Limoen', '5 druppel Tabasco'];['Pak een longdrinkglas en doe hier wat ijsblokjes in.', 'Voeg de ginger ale toe.', 'Doe de druppels tabasco erbij en roer even door. Als je niet van erg pittig houdt, probeer dan eerst met 2 druppels en voeg naar smaak meer toe.', 'Voeg als laatste de limoen toe en roer een keer door.'];['Longdrinkglas', 'Barmaatje', 'Barlepel']
Stairway to Heaven;De Stairway To Heaven is een lichtsterke cocktail waarin nog duidelijk de smaak van banaan in terug te proeven is! Hij staat mooi als ie gepresenteerd wordt in een hurricane glas.;https://cocktailrecepten.com/recept/stairway-to-heaven;['15 ml Blue curaçao', '30 ml Crème de bananes', '150 ml Sprite', '75 ml Vodka'];['Pak een cocktailshaker en doe hier ijsblokjes in.', 'Voeg de vodka, creme de bananes en Blue Curaçao toe. Shake!', 'Pak een hurricane glas en doe hier ijsblokjes in.', 'Schenk de cocktail door een strainer in het glas.', 'Vul aan met de Sprite en garneer eventueel met een schijfje citroen.'];['Hurricane glas', 'Shaker', 'Barmaatje', 'Strainer']
Strawberries & Cream Shake;De Strawberries & Cream Shake is een lekkere, romige milkshake die we maken met deze variant van Baileys. In onderstaand recept hebben we 3 aardbeien toegevoegd, maar voeg er gerust meer toe als je een echte aardbeien fan bent! Of snoep er nog een paar voor ernaast :);https://cocktailrecepten.com/recept/strawberries-cream-shake;['60 ml Baileys Strawberries &amp;;
Strawberry Cheesecake;De cheesecake is als dessert steeds vaker te vinden op de menukaart en is ook nog eens makkelijk zelf thuis te maken! Maar ooit als eens geproefd als cocktail? Wil je een keer geen standaard cheesecake op tafel zetten? Maak hem dan eenvoudig zelf met maar 3 ingrediënten!;https://cocktailrecepten.com/recept/strawberry-cheesecake;['15 ml Aardbeien likeur', '50 ml Yoghurt likeur', '15 ml Limoensap'];['Pak een tumbler glas en vul deze voor de helft met ijs (crushed ice of ijsblokjes).', 'Voeg de yoghurt likeur, aardbeien likeur en het limoensap toe.', 'Roer een keer door en garneer met een aardbei.'];['Tumbler glas', 'Barmaatje', 'Barlepel', 'Ice Crusher', 'Citruspers']
Strawberry Daiquiri;De Strawberry Daiquiri, heerlijk! Een verfrissende, sterke maar toch ook fruitige cocktail. Ideaal om te maken met bevroren aardbeien.;https://cocktailrecepten.com/recept/strawberry-daiquiri;['30 ml Limoensap', '2 el Rietsuiker', '70 ml Witte rum', '125 gr Diepvries aardbeien'];['Pak een blender en doe hier de bevroren aardbeien, witte rum en het limoensap in.', 'Voeg vervolgens de rietsuiker (naar smaak) toe. Tip: in plaats van rietsuiker kan je ook suikersiroop gebruiken. Reken dan ongeveer 15 ml per persoon.', 'Blend alles goed door elkaar zodat het één geheel is geworden.', 'Schenk je cocktail uit in een martini glas.'];['Martini glas', 'Barmaatje', 'Blender', 'Citruspers']
Strawberry Lime Soda;De naam van deze cocktail vat perfect samen wat het is: een Strawberry Lime Soda. Hij is fruitig van smaak en is licht bruisend. We maken hem onder andere met Jarritos Lime en direct in het glas.;https://cocktailrecepten.com/recept/strawberry-lime-soda;['2 partje Limoen', '15 ml Limoensap', '1 stuk Aardbeien', '50 ml Aardbeiensap', '200 ml Jarritos Lime', '80 ml Jarritos Mineragua'];['Pak een wat groter (longdrink)glas en voeg wat ijsblokjes toe.', 'Voeg het limoensap, aardbeiensap en het partje limoen toe. Roer een keer door.', 'Schenk de Jarritos Lime en Jarritos Mineragua erbij.', 'Roer een keer door en garneer met een partje limoen en een aardbei.'];['Longdrinkglas', 'Barmaatje', 'Barlepel']
Strawberry Lime Spritz;Deze Strawberry Lime Spritz is een heerlijk frisse cocktail die zich dan ook perfect leent voor een zomerse dag! De naam verklapt de ingrediënten al, want inderdaad, we maken hem onder andere met aardbei en limoen. Daarnaast gebruiken we ook nog gin en prosecco.;https://cocktailrecepten.com/recept/strawberry-lime-spritz;['10 ml Aardbeien likeur', '50 ml Gin', '2 schijfje Limoen', '10 ml Limoensap', '100 ml Prosecco', '2 stuk Aardbeien'];['Pak een cocktailshaker en doe hier ijsblokjes in.', 'Voeg de aardbeien likeur, de gin en het limoensap toe. Shake!', 'Pak een ballonglas en doe hier ijsblokjes, de schijfjes limoen en de in schijfjes gesneden aardbei in.', 'Schenk de cocktail door een strainer in het glas.', 'Vul aan met de prosecco en roer een keertje door.'];['Ballon glas', 'Shaker', 'Barmaatje', 'Strainer', 'Barlepel']
Strawberry Margarita;Variatietip: wil je hier een frozen strawberry margarita van maken? Voeg dan 1 cocktailglas aan crushed ice toe in je blender.;https://cocktailrecepten.com/recept/strawberry-margarita;['.5 stuk Limoensap', '1 el Suikersiroop', '30 ml Tequila', '5 stuk Aardbeien'];['Pak een blender en doe hier wat ijsblokjes in.', 'Snijd de aardbeien door midden en voeg toe aan de blender.', 'Voeg ook het sap van een halve limoen, de tequila en de suikersiroop toe. Mix it!', 'Pak een margaritaglas en schenk de cocktail erin en garneer met een aardbei.', 'Heb je gekozen voor de frozen variant? Zorg dan dat je cocktail een massa is geworden en het crushed ice 1 is geworden met de andere ingrediënten.'];['Margarita glas', 'Barmaatje', 'Blender', 'Citruspers']
Stuiterbal;De Stuiterbal is een veel gedronken shotje in bars en clubs. Waarom hij zo heet? Dat komt door de manier waarop je hem eigenlijk hoort te drinken. Je neemt het shotje in je mond, je schud je hoofd vervolgens 10 seconde op en neer, slik het shotje door en zuig vervolgens veel lucht naar binnen. Door het op deze manier te drinken, wordt het effect van het shotje vergroot! Je kunt het shotje eerst shaken in een cocktailshaker (met ijs), of hem direct in het glas maken.;https://cocktailrecepten.com/recept/stuiterbal;['10 ml Blue curaçao', '20 ml Sambuca'];['Als je hem direct in het (shot)glas maakt, voeg je simpelweg de Sambuca toe en vervolgens de Blue Curaçao.', 'Wil je hem wat kouder hebben? Pak dan een cocktailshaker en doe hier een paar ijsblokjes in.', 'Voeg de 2 ingrediënten toe en shake!', 'Pak een shotglas en schenk de mix door een strainer erin.'];['Shotglas', 'Shaker', 'Barmaatje', 'Strainer']
Summer Love;Deze mooie groene cocktail doet je denken aan het groene gras in de zomer! Makkelijk te maken en lekker fris!;https://cocktailrecepten.com/recept/summer-love;['20 ml Citroensap', '10 ml Limoncello', '100 ml Sprite', '20 ml Vodka', '10 ml Pisang Ambon'];['Pak een cocktailshaker en doe hier ijsblokjes in.', 'Voeg de vodka, limoncello, pisang ambon en het citroensap toe. Shake!', 'Pak een longdrinkglas en doe hier wat ijsblokjes in.', 'Schenk de cocktail door een strainer in het glas. Vul aan met de Sprite.'];['Longdrinkglas', 'Shaker', 'Barmaatje', 'Strainer', 'Citruspers']
Summer Martini;De Summer Martini is een fruitig maar sterk drankje. Het is een soort sterkere versie van Passoa. We maken hem met gin, Passoa, suikersiroop en limoensap.;https://cocktailrecepten.com/recept/summer-martini;['40 ml Gin', '15 ml Limoensap', '40 ml Passoa', '20 ml Suikersiroop'];['Pak een cocktailshaker en doe hier wat ijsblokjes in.', 'Voeg alle ingrediënten toe en shake!', 'Pak een martiniglas en schenk je cocktail door een strainer erin. Garneer met een schijfje limoen.'];['Martini glas', 'Shaker', 'Barmaatje', 'Strainer', 'Citruspers']
Sunny Day;Deze Sunny Day cocktail doet je alleen al met de kleur verlangen naar een zonnige dag! Hij dankt zijn mooie blauwe kleur aan de Blue Curaçao en Sourz Tropical. Het is een lichtzoete cocktail met een klein zuurtje van het citroensap.;https://cocktailrecepten.com/recept/sunny-day;['15 ml Blue curaçao', '15 ml Citroensap', '100 ml Sprite', '15 ml Vodka', '30 ml Sourz Tropical'];['Pak een cocktailshaker en doe hier wat ijsblokjes in.', 'Voeg de Blue Curaçao, Sourz Tropical, Vodka en citroensap toe. Shake!', 'Pak een longdrinkglas en schenk de cocktail door een strainer erin. Top af met de Sprite.', 'Voeg nog wat ijsblokjes toe en garneer met een schijfje citroen.'];['Longdrinkglas', 'Shaker', 'Barmaatje', 'Strainer']
Surfer On Acid;De Surfer On Acid is een lichtzoete cocktail waarin je nog duidelijk de smaak van Jägermeister terug proeft. Wie had ooit gedacht dat Jägermeister zo goed samen zou gaan met kokos rum en ananassap! Deze cocktail brengt een lekkere verfrissing op een warme dag.;https://cocktailrecepten.com/recept/surfer-on-acid;['60 ml Ananassap', '30 ml Malibu', '30 ml Jägermeister'];['Pak een shaker en doe hier wat ijsblokjes in.', 'Voeg de Jägermeister, Malibu en het ananassap toe. Voor het lekkerste resultaat gebruik je vers ananassap! Shake goed!', 'Pak een glas, bijvoorbeeld een longdrink, en schenk je cocktail door een strainer erin. Garneer met een stuk ananas.'];['Longdrinkglas', 'Shaker', 'Barmaatje', 'Strainer']
Sweet and Sour;Dat zoet en zuur een goede combinatie is, wisten we natuurlijk al. Dus dat geldt ook als je een shotje wilt maken! Deze 2 dranken zijn los van elkaar al erg lekker, dus voor dit shotje heb je dan verder ook niks nodig! Probeer hem zelf, cheers!;https://cocktailrecepten.com/recept/sweet-and-sour;['20 ml Rocketshot', '20 ml Rocketshot Sour'];['Pak een shotglaasje en schenk eerst de Rocketshot Sour in.', 'Schenk daarna (eventueel via de achterkant van een barlepel) de Rocketshot erbij. Cheers!'];['Shotglas', 'Barmaatje', 'Barlepel']
Sweetheart;De Sweetheart heeft de kleur van een rood hart en is fris van smaak met tonen van citrus. Vind je hem iets te sterk van smaak? Dan kan je eventueel wat meer cranberrysap eraan toevoegen.;https://cocktailrecepten.com/recept/sweetheart;['20 ml Aperol', '5 ml Citroensap', '20 ml Cranberrysap', '5 ml Limoncello', '20 ml Vodka'];['Pak een cocktailshaker en doe hier ijsblokjes in.', 'Voeg alle ingrediënten toe en shake!', 'Pak een longdrinkglas en doe hier wat ijsblokjes in.', 'Schenk de cocktail door een strainer in het glas.'];['Longdrinkglas', 'Shaker', 'Barmaatje', 'Strainer', 'Citruspers']
Swimmingpool;De Swimmingpool, een heerlijke zomerse cocktail die je in het meest ideale geval langs het zwembad drinkt! Hij dankt uiteraard zijn naam aan de blauwgroene kleur die de cocktail heeft gekregen door de Blue Curaçao en je doet denken aan het zwembad op vakantie. Een beetje aan de sterke kant maar niet té.;https://cocktailrecepten.com/recept/swimmingpool;['90 ml Ananassap', '10 ml Blue curaçao', '25 ml Kokosmelk', '10 ml Room', '40 ml Rum', '25 ml Vodka'];['Pak een cocktailshaker en doe hier wat ijsblokjes in.', 'Voeg alle ingrediënten toe. Shake!', 'Pak een hurricane glas en schenk de cocktail door een strainer in het glas.', 'Garneer met een stuk ananas.'];['Hurricane glas', 'Shaker', 'Barmaatje', 'Strainer']
Tequila Matador;Variatietip! Maak deze cocktail eens met champagne. Schud de tequila, ananassap en het sap van een halve limoen net als hieronder beschreven in een cocktailshaker en zeef in een champagneglas. Vul aan met champagne en garneer met een ananasblaadje.;https://cocktailrecepten.com/recept/tequila-matador;['90 ml Ananassap', '1 el Limoensap', '45 ml Tequila'];['Pak een cocktailshaker en doe hier wat ijsblokjes in.', 'Voeg de tequila, het ananassap en het sap van een halve limoen toe. Gebruik je geen verse limoen? Reken dan op 1 eetlepel per persoon. Shake!', 'Pak een tumbler en doe hier wat ijsblokjes in.', 'Schenk de cocktail door een strainer in het glas. Garneer met een ananasblaadje.'];['Tumbler glas', 'Shaker', 'Barmaatje', 'Strainer', 'Citruspers']
Tequila Sunrise;De Tequila Sunrise, letterlijk vertaald de zonsopkomst van tequila. Deze mooie cocktail wordt vaak geassocieerd met het beeld dat je op een strandbedje ligt op vakantie! Maar ook op andere plekken dan een strandbedje kan je deze drinken uiteraard! Je maakt hem met uiteraard tequila, sinaasappelsap en grenadine. Na het maken van deze cocktail, zal je waarschijnlijk wel begrijpen waarom deze cocktail refereert naar de zonsopkomst!;https://cocktailrecepten.com/recept/tequila-sunrise;['15 ml Grenadine', '90 ml Sinaasappelsap', '45 ml Tequila'];['Pak een longdrinkglas en vul met ijsblokjes.', 'Schenk de tequila en het sinaasappelsap in het glas en roer door.', 'Voeg de grenadine toe en zie je cocktail verkleuren!', 'Garneer met een schijfje sinaasappel.'];['Longdrinkglas', 'Barmaatje', 'Barlepel']
Tequila Sunset;De Tequila Sunset is een soort variatie op de tequila sunrise, welke oranje/rood van kleur is. Door in deze cocktail Blue Curaçao toe te voegen krijgt ie een mooie groen/blauwe kleur. Daarnaast maken we hem uiteraard met tequila, citroensap en sinaasappelsap.;https://cocktailrecepten.com/recept/tequila-sunset;['20 ml Blue curaçao', '25 ml Citroensap', '120 ml Sinaasappelsap', '30 ml Tequila'];['Pak een longdrinkglas en doe hier een paar ijsblokjes in.', 'Voeg het citroensap, de tequila en het sinaasappelsap toe. Roer een keer door.', 'Schenk als laatste de Blue Curaçao erbij en zie hem verkleuren!'];['Longdrinkglas', 'Barmaatje', 'Barlepel']
The Bunny Mother;Zoals de naam al doet vermoeden, is The Bunny Mother vernoemd naar ervaren Playboy Bunnies. The Bunny Mother werd voor het eerst geserveerd in de Playboy Club in San Francisco, soms afgetopt met een beetje Champagne of Prosecco. Een echte frisse cocktail met een licht zure nasmaak.;https://cocktailrecepten.com/recept/the-bunny-mother;['7.5 ml Citroensap', '30 ml Cointreau', '7.5 ml Grenadine', '30 ml Sinaasappelsap', '1 tl Suiker', '45 ml Vodka'];['Vul een tumbler met wat ijsblokjes.', 'Doe in een cocktailshaker een paar ijsblokjes, de vodka, het sinaasappelsap, citroensap, de grenadine en suiker.', 'Schud tot het mengsel goed koud is.', 'Schenk de inhoud van de cocktailshaker door een strainer in het glas.', 'Voeg als laatste de Cointreau toe.'];['Tumbler glas', 'Shaker', 'Barmaatje', 'Strainer', 'Citruspers']
The Easterbunny;The Easterbunny, gevaarlijk lekker! Net of je een 'gewone' Chocomel drinkt, maar als je er 2 op hebt merk je duidelijk het verschil! Deze cocktail maak je naast Chocomel met room, vodka en Kahlúa.;https://cocktailrecepten.com/recept/the-easterbunny;['100 ml Chocomel', '30 ml Kahlúa', '30 ml Room', '30 ml Vodka'];['Pak een rood wijnglas en vul deze met een aantal ijsblokjes.', 'Doe in een cocktailshaker wat ijsblokjes en voeg de Kahlúa, vodka en room toe. Shake dit goed door,', 'Schenk door een cocktailstrainer de inhoud van de cocktailshaker in het rode wijnglas.', 'Voeg als laatste de Chocomel toe en serveer met een rietje.'];['Rode Wijnglas', 'Shaker', 'Barmaatje', 'Strainer']
The Fishbowl;Iedereen kent de fishbowl wel, een echte samen-drink-cocktail die je doet denken aan zon, zee en strand! Maak hem nog feestelijker met snoep dolfijnen, orka's en groene snoepslierten als zeewier! Let op: de ingrediënten hieronder zijn gebaseerd op het maken van 1 fishbowl!;https://cocktailrecepten.com/recept/the-fishbowl;['45 ml Blue curaçao', '67.5 ml Malibu', '45 ml Peachtree', '0.5 stuk Sinaasappel', '750 ml Sprite', '67.5 ml Vodka'];['Pak een fishbowl en doe hier wat ijsblokjes in.', 'Snijd de sinaasappel in schijven en doe deze erbij.', 'Schenk de vodka, Blue Curaçao, Malibu en Peachtree erin.', 'Top af met de Sprite.', 'Roer een keer door en garneer met snoep vissen. Enjoy!'];['Fishbowl', 'Barmaatje', 'Barlepel']
Tinto de Verano;Een makkelijke zomerse cocktail die heerlijk fruitig smaak, helemaal wanneer je een Spaanse rode wijn gebruikt! Niet te missen op een barbecue of bij een tuinfeestje.;https://cocktailrecepten.com/recept/tinto-de-verano;['.5 stuk Citroen', '187.5 ml Rode wijn', '187.5 ml Sprite'];['Pak een karaf en snijd de citroen in schijfjes.', 'Doe de ijsblokjes en schijfjes citroen in de karaf.', 'Voeg vervolgens de rode wijn en de sprite toe.', 'Roer een keer door en serveer in een rood wijn glas.'];['Rode Wijnglas', 'Karaf', 'Barlepel', 'Maatbeker']
Tiramisu Martini;Tiramisu, het heerlijke Italiaanse dessert, wie kent het niet! De letterlijke betekenis van de naam tiramisu is 'trek mij omhoog', waarmee eigenlijk wordt gezegd 'maak mij blij'. En dat is precies het effect van deze cocktail! Je maakt hem met onder andere amaretto en mascarpone en is heerlijk voor na het diner.;https://cocktailrecepten.com/recept/tiramisu-martini;['45 ml Amaretto', '1.5 el Mascarpone', '30 ml Melk'];['Pak een martini glas en doe hier een paar ijsblokjes in om het glas te koelen.', 'Pak een blender en doe hier de amaretto, melk en mascarpone in. Mix het goed tot het één geheel is.', 'Haal de ijsblokjes uit het martini glas en schenk de cocktail erin.', 'Voor de volledige tiramisu ervaring strooi je er wat cacaopoeder overheen.'];['Martini glas', 'Barmaatje', 'Blender']
Tom Collins;De Tom Collins is een verfrissende cocktail die je zo op tafel hebt staan! Je maakt hem met gin, citroensap, suikersiroop en bruisend water.;https://cocktailrecepten.com/recept/tom-collins;['100 ml Bruisend water', '30 ml Citroensap', '45 ml Gin', '20 ml Suikersiroop'];['Pak een longdrinkglas en doe hier wat ijsblokjes in.', 'Doe hier de gin, het citroensap en de suikersiroop in.', 'Roer dit even door en vul aan met het bruisend water. Garneer met een schijfje citroen.'];['Longdrinkglas', 'Barmaatje', 'Barlepel', 'Citruspers']
Tropical Fizz;De Tropical Fizz, ziet ie er niet tropisch uit? De Sourz Mango en Peachtree geven hem een licht fruitige smaak en het bruisend water zorgt voor de fizz in dit drankje!;https://cocktailrecepten.com/recept/tropical-fizz;['100 ml Bruisend water', '40 ml Peachtree', '30 ml Vodka', '70 ml Sourz Mango'];['Pak een cocktailshaker en doe hier wat ijsblokjes in.', 'Voeg de Sourz Mango, Peachtree en vodka toe. Shake!', 'Pak een longdrinkglas en doe hier een paar ijsblokjes in.', 'Schenk de cocktail door een strainer in het glas. Vul aan met het bruisend water.'];['Longdrinkglas', 'Shaker', 'Barmaatje', 'Strainer']
Tropical Twist;De Tropical Twist, een tropisch en smaakvol shotje! Maak hem met maar 2 ingrediënten en geniet van het eigenwijze eendje in je shotje!;https://cocktailrecepten.com/recept/tropical-twist;['20 ml Boswandeling', '20 ml Flügel'];['Pak een shotglaasje en schenk hier de Boswandeling in.', 'Pak het flesje Flügel en schenk via de achterkant van een barlepel (of wat breder theelepeltje) de Flügel erbij. Dan krijg je een mooi effect in je shotje!', 'Cheers!'];['Shotglas', 'Barmaatje', 'Barlepel']
Tropicola;Tropicola, oftewel: een tropische cola! Waarom tropisch? We maken deze mocktail met Jarritos Mexican Cola en door de toevoeging van het kokoswater en limoensap krijgt deze cocktail een tropisch tintje met een fris karakter!;https://cocktailrecepten.com/recept/tropicola;['1 partje Limoen', '1 schijfje Limoen', '10 ml Limoensap', '20 ml Suikersiroop', '170 ml Jarritos Mexican Cola', '30 ml Kokoswater'];['Pak een longdrinkglas en doe hier het partje limoen in.', 'Voeg het kokoswater, de suikersiroop en het limoensap toe. Roer even door.', 'Voeg wat ijsblokjes toe en schenk de Jarritos Mexican Cola erbij.', 'Garneer met een schijfje limoen.'];['Longdrinkglas', 'Barmaatje', 'Barlepel']
True Blue;De True Blue is een lichtzoete cocktail met een volle elderflower smaak. Een verfrissende cocktail die het lekkerst is als ie ijskoud is!;https://cocktailrecepten.com/recept/true-blue;['15 ml Blue curaçao', '10 ml Citroensap', '100 ml Tonic', '30 ml Vodka', '10 ml Elderflower likeur'];['Pak een cocktailshaker en doe hier wat ijsblokjes in.', 'Voeg de vodka, Blue Curaçao, Bols Elderflower en het citroensap toe. Shake!', 'Schenk de cocktail door een strainer in een longdrinkglas.', 'Top het glas af met de tonic en garneer met een schijfje citroen.'];['Longdrinkglas', 'Shaker', 'Barmaatje', 'Strainer', 'Citruspers']
Turquoise;De Turquoise, zijn naam verklapt het al. Een mooi blauw bruisend drankje waarmee je elke gezellige avond goed begint!;https://cocktailrecepten.com/recept/turquoise;['20 ml Blue curaçao', '10 ml Citroensap', '100 ml Prosecco', '20 ml Vodka'];['Pak een cocktailshaker en doe hier een paar ijsblokjes in.', 'Voeg de Blue Curaçao, de vodka en het citroensap toe. Shake!', 'Pak een champagneflûte en schenk de cocktail door een strainer in het glas.', 'Vul aan met de prosecco.'];['Champagneglas', 'Shaker', 'Barmaatje', 'Strainer', 'Citruspers']
Turquoise Daiquiri;De Turquoise Daiquiri is een licht fruitige maar toch ook sterke cocktail met een mooie turquoise kleur! Alleen al bij het zien van deze cocktail, waan je je even op een tropisch oord!;https://cocktailrecepten.com/recept/turquoise-daiquiri;['50 ml Ananassap', '10 ml Blue curaçao', '15 ml Cointreau', '15 ml Limoensap', '20 ml Suikersiroop', '40 ml Witte rum'];['Pak een cocktailshaker en doe hier wat ijsblokjes in.', 'Voeg alle ingrediënten toe en shake!', 'Pak een martiniglas en schenk de cocktail door een strainer erin.', 'Garneer met een schijfje limoen.'];['Martini glas', 'Shaker', 'Barmaatje', 'Strainer']
